-354.1425771,3.53855
-354.1648423,3.38873
-354.164743,3.3855
-354.1766262,3.3718
-354.169414,3.53877
-354.1778668,3.3882
-354.1536734,3.55421
-354.1626858,3.3936
-354.1788602,3.39228
-354.176934,3.38954
-354.2016821,3.37758
-354.1758803,3.39419
-354.1628909,3.40752
-354.1762955,3.40851
-354.1959247,3.5471
-354.1914159,3.39046
-354.2050485,3.39616
-354.2041485,3.37868
-354.1796976,3.56275
-354.1889403,3.39646
-354.1753836,3.40568
-354.1741007,3.40716
-354.1631278,3.57749
-354.1837511,3.36196
-354.17453,3.36963
-354.2236612,3.3327
-354.160693,3.40361
-354.1974356,3.36246
-354.1740445,3.38808
-354.1690429,3.53576
-354.1911027,3.39123
-354.1783913,3.38537
-354.2035739,3.37723
-354.1531827,3.55803
-354.1747676,3.40339
-354.2099635,3.36573
-354.1727339,3.3867
-354.1375796,3.58629
-354.1783641,3.37514
-354.2117868,3.3321
-354.1754303,3.40768
-354.1746651,3.39042
-354.1987554,3.36509
-354.1928058,3.39573
-354.1813723,3.56022
-354.1627192,3.56902
-354.1980813,3.39353
-354.2080002,3.34698
-354.1590958,3.42281
-354.1717329,3.40647
-354.1899098,3.39596
-354.1888197,3.40644
-354.1645553,3.58289
-354.1890447,3.40701
-354.21112,3.36607
-354.1743917,3.3898
-354.2003782,3.39422
-354.1636582,3.57934
-354.1884908,3.41081
-354.1713066,3.42177
-354.1588023,3.42275
-354.1701574,3.40526
-354.1472718,3.59514
-354.1293052,3.7578
-354.1959652,3.15963
-354.2190199,3.14044
-354.1897729,3.38759
-354.2350115,3.14445
-354.2053091,3.38848
-354.2043951,3.1379
-354.2086921,3.1392
-354.2193021,3.14112
-354.20273,3.3715
-354.2559614,3.10431
-354.1971727,3.5318
-354.2088659,3.15586
-354.1940503,3.17617
-354.2040272,3.39132
-354.2352686,3.14432
-354.2229493,3.16473
-354.2329054,3.14385
-354.2180214,3.39199
-354.2272861,3.38046
-354.1883064,3.39592
-354.1877465,3.40631
-354.2178591,3.39986
-354.2219565,3.15929
-354.2191422,3.15884
-354.1931975,3.17598
-354.2025082,3.39757
-354.2016034,3.40615
-354.2344141,3.14546
-354.2322325,3.14386
-354.218748,3.16005
-354.2174182,3.39454
-354.2293141,3.37727
-354.2225213,3.53823
-354.2451851,3.14771
-354.187714,3.40669
-354.2050668,3.39319
-354.2060551,3.55241
-354.1957671,3.36208
-354.2514409,3.11694
-354.2022348,3.15548
-354.2631742,3.09802
-354.20976,3.36424
-354.2361533,3.33267
-354.2178099,3.15815
-354.2643856,3.11837
-354.2238556,3.36744
-354.2550266,3.10569
-354.2393661,3.11934
-354.2237185,3.3319
-354.1743959,3.40638
-354.2106904,3.36647
-354.2028234,3.37334
-354.2182363,3.15834
-354.2160213,3.15823
-354.1869944,3.40493
